,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,92.01603889465332,0.23533513783798804,2.396274068166533,0.22600303708439898,0.5293757992327366,1.855762943436828,0.3296083860759494,0.6899723101265823
1,1.0,92.05625557899475,0.2354379938081707,1.6829878475964832,0.3934303069358592,0.7391703964194374,1.5252238678026804,0.46044303797468356,0.7878757911392406
2,2.0,92.22028684616089,0.235857511115501,1.50789561875336,0.4587715792533992,0.7906929347826087,1.8927625357350217,0.48941851265822783,0.8145767405063291
3,3.0,92.17228293418884,0.2357347389621198,1.3943500741363486,0.500067934813097,0.8208519820971867,1.3781842325307145,0.5347112341772152,0.8414754746835443
4,4.0,92.1902813911438,0.23578077082133964,7.2925420316588845,0.4024536445012788,0.6977062020460358,2.508246495753904,0.30033623417721517,0.6394382911392406
5,5.0,92.05347800254822,0.23543089003209264,1.7842820776088157,0.3783687659541664,0.7179707480818415,1.5247776976114586,0.46479430379746833,0.7870846518987342
6,6.0,92.17646670341492,0.2357454391391686,1.5362411331947503,0.44982017260378276,0.7828804347826087,1.392858693871317,0.5027689873417721,0.8293117088607594
7,7.0,92.25696873664856,0.23595132669219582,1.423861851472684,0.48732416876746565,0.8126798273657289,1.3196223340456998,0.5289754746835443,0.8305973101265823
8,8.0,92.07032561302185,0.23547397854992802,1.336403068069302,0.5209359015955035,0.8319493286445013,1.293521303164808,0.5325356012658228,0.8501780063291139
9,9.0,92.0568106174469,0.23543941334385396,1.2404149692991506,0.5557145140969845,0.8539402173913043,1.1836690268939054,0.5790150316455697,0.8723299050632911
10,10.0,92.11815118789673,0.23559629459820136,1.1691749109636487,0.5807105179333016,0.8704803388746803,2.017569834672952,0.5967167721518988,0.8739121835443038
11,11.0,92.27598094940186,0.2359999512772426,1.1248969225322498,0.5991927749665497,0.8808783567774936,1.0346244384970846,0.6364715189873418,0.8951740506329114
12,12.0,92.0871651172638,0.23551704633571302,1.0853701334475252,0.6151334718060311,0.8864290281329923,1.1220202389397198,0.6317246835443038,0.8885482594936709
13,13.0,92.07512855529785,0.23548626228976433,1.0618583715480308,0.6252837275605068,0.8901614450127878,6.438236978989613,0.604628164556962,0.8647151898734177
14,14.0,92.05639743804932,0.23543835661905196,1.0402492914358368,0.6354739449518111,0.8960318094629156,0.9585006599184833,0.6666337025316456,0.9071400316455697
15,15.0,92.10496115684509,0.23556256050344013,0.9902767221945936,0.6550391624345804,0.9015505115089515,1.0170530654207062,0.6627768987341772,0.9020965189873418
16,16.0,91.94498825073242,0.2351534226361443,6.119056312629329,0.3759710677444478,0.684846547314578,1.8052672826791112,0.44462025316455694,0.7583069620253164
17,17.0,91.96990585327148,0.2352171505198759,1.4997729611823627,0.4705043159177541,0.7957600703324808,1.8294549214689038,0.549248417721519,0.8553204113924051
18,18.0,92.1192889213562,0.23559920440244553,1.231376260442807,0.5598185742297745,0.8577325767263427,2.7634562299221375,0.6232199367088608,0.8883504746835443
