,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,94.14342737197876,0.24077602908434464,3.675409749950594,0.13207320971867006,0.27555546675191817,3.2784930905209313,0.20124604430379747,0.3817246835443038
1,1.0,94.56515431404114,0.24185461461391594,2.973435196425299,0.2545116687827098,0.45628996163682867,2.7413540520245516,0.3043908227848101,0.5160205696202531
2,2.0,95.51274418830872,0.2442781181286668,2.5505090393983494,0.33869485294117646,0.5566056585677749,2.406819536716123,0.37094541139240506,0.5905854430379747
3,3.0,95.05738043785095,0.24311350495614054,2.244590740984358,0.40384031332972103,0.6314977621483376,2.10085226614264,0.43710443037974683,0.6646558544303798
4,4.0,94.86736941337585,0.24262754325671573,2.0085792663457145,0.45483136192307144,0.6831122122762149,1.9127877331987213,0.48635284810126583,0.7058939873417721
5,5.0,94.15261840820312,0.24079953557085199,1.8303931280780021,0.49740648978506513,0.7218110613810741,1.8411762246602699,0.49386867088607594,0.7192444620253164
6,6.0,92.29682278633118,0.23605325520800813,1.6701048515032015,0.5364689897088444,0.7559303069053709,1.6955422615703148,0.5261075949367089,0.7497033227848101
7,7.0,93.06958770751953,0.23802963608061262,1.5288162008880655,0.5684502877847618,0.7831721547314577,1.7155204136160356,0.524129746835443,0.7557357594936709
8,8.0,92.22367882728577,0.23586618625904288,1.3997180681399373,0.6001998082451199,0.8097826086956522,1.558677609962753,0.5689280063291139,0.7797666139240507
9,9.0,92.40860605239868,0.23633914591406313,1.2831273473742064,0.6308144181585678,0.8314058503836317,1.521526194825957,0.5785205696202531,0.7878757911392406
10,10.0,92.29891991615295,0.23605861871138864,1.1806246682506083,0.6578085038363172,0.8501678388746803,1.465979879415488,0.5931566455696202,0.8017207278481012
11,11.0,92.33856129646301,0.23616000331576217,1.0841414840020183,0.6802509590183072,0.8699528452685422,1.4368641089789476,0.6041337025316456,0.8105221518987342
12,12.0,92.26224398612976,0.2359648183788485,0.9920771657048589,0.7063259270489978,0.8850023976982097,1.3777853703197045,0.6264833860759493,0.8225870253164557
13,13.0,92.27422547340393,0.23599546156880802,0.9142602540343009,0.7248601343320764,0.8980498721227621,1.4317225791230987,0.6133306962025317,0.8113132911392406
14,14.0,92.2904634475708,0.23603699091450334,0.8295677721957722,0.7477981138717184,0.9129275895140664,1.3559532980375653,0.637559335443038,0.8268393987341772
15,15.0,92.36820459365845,0.23623581737508553,0.7587983804895445,0.7671715153757569,0.9237092391304348,1.3524332272855542,0.635185917721519,0.8351463607594937
16,16.0,92.47815895080566,0.23651703056472037,0.689530682990618,0.7864370204298697,0.9354779411764707,1.3995583713809145,0.6350870253164557,0.8261471518987342
17,17.0,92.2711112499237,0.23598749680287393,0.6266043428569803,0.8039362212581098,0.943662084398977,1.4476374923428403,0.6322191455696202,0.8244659810126582
18,18.0,92.40146040916443,0.23632087061167373,0.5721130399295437,0.8204723465473146,0.9515944693094629,1.4798993113674694,0.6331091772151899,0.8271360759493671
19,19.0,92.28512644767761,0.2360233412984082,0.514835552943637,0.8389546035805626,0.9605059143222506,1.4543153681332552,0.6434928797468354,0.8322784810126582
20,20.0,92.32021832466125,0.2361130903444022,0.47528332784352706,0.8471787084094093,0.9651894181585678,1.4640907441513449,0.6439873417721519,0.8322784810126582
21,21.0,92.37467646598816,0.23625236947823058,0.41800403819821985,0.8664641944343782,0.9712396099744245,1.5150621020341222,0.6420094936708861,0.8307950949367089
22,22.0,92.35940957069397,0.23621332371021475,0.3870269679809775,0.8766104539337061,0.9762308184143222,1.5470240855518775,0.6376582278481012,0.827432753164557
23,23.0,92.28355979919434,0.2360193345247937,0.346612944436805,0.8881353900560638,0.9797634271099743,1.5647460010987293,0.6444818037974683,0.8286194620253164
24,24.0,92.38651013374329,0.23628263461315419,0.3205485616803474,0.8961636828034735,0.9827125959079285,1.614515042003197,0.6461629746835443,0.8302017405063291
25,25.0,92.35669469833374,0.23620638030264385,0.2977949960533615,0.9024816176775471,0.9847826086956522,1.6151862838600255,0.6445806962025317,0.8309928797468354
26,26.0,92.34616374969482,0.2361794469301658,0.2668249342028442,0.9135150255449592,0.9878356777493605,1.6142460364329665,0.6551621835443038,0.8349485759493671
27,27.0,92.78925943374634,0.2373126839737758,0.2574500096842761,0.915664961575852,0.9884790601023018,1.6742013360880599,0.6433939873417721,0.8273338607594937
28,28.0,92.33917951583862,0.23616158443948496,0.24266813371492468,0.9197250639691072,0.9895500319693095,1.6490826606750488,0.6525909810126582,0.8325751582278481
29,29.0,92.39073920249939,0.2362934506457785,0.21665358918783306,0.9293797953659312,0.9916440217391305,1.6847291498244563,0.6527887658227848,0.8341574367088608
30,30.0,92.34619140625,0.2361795176630435,0.20503594322353982,0.9332001279382145,0.9919517263427109,1.7308110119421272,0.6546677215189873,0.8315862341772152
31,31.0,92.34821939468384,0.23618470433422978,0.20140817088772878,0.9348145779746267,0.9920636189258313,1.7991659611086301,0.6418117088607594,0.8330696202531646
32,32.0,92.35707521438599,0.23620735348947822,0.18665177917198453,0.9391544118256825,0.9935022378516625,1.8669844443285013,0.6493275316455697,0.8324762658227848
33,33.0,92.23080253601074,0.23588440546294306,0.17571329534091912,0.9431066176165706,0.9938139386189259,1.8826435412032694,0.6450751582278481,0.8256526898734177
34,34.0,92.39976382255554,0.23631653151548732,0.17525127958839812,0.9420236573194909,0.9940736892583121,1.8517090625400785,0.6520965189873418,0.8279272151898734
