,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,91.58323621749878,0.23422822562020149,1.52010128991988,0.4471067775545828,0.7849784207161125,1.2206612342520604,0.5446993670886076,0.8618473101265823
1,1.0,91.61082243919373,0.23429877861686374,1.0930572184150482,0.6078204922663891,0.8806425831202046,0.9255617932428287,0.6753362341772152,0.9127768987341772
2,2.0,91.53861045837402,0.23411409324392332,0.9233228613043685,0.6716272378211741,0.9108096227621483,0.7996838885017589,0.7198378164556962,0.9319620253164557
3,3.0,91.69440937042236,0.23451255593458406,0.8062154949473603,0.7154251917853685,0.9300191815856778,0.7478874635092819,0.7386273734177216,0.9444224683544303
4,4.0,91.7413170337677,0.23463252438303758,0.7107026778218691,0.7503756394471659,0.9423513427109975,0.640571216993694,0.782931170886076,0.951443829113924
5,5.0,91.56536531448364,0.23418251998589168,0.6363222983944447,0.7764905691146851,0.9530770460358056,0.6362278133253508,0.7776898734177216,0.957871835443038
6,6.0,91.60055422782898,0.23427251720672373,0.5710203723072091,0.7998801151200023,0.9604939258312021,0.5839026144033745,0.7991495253164557,0.9608386075949367
7,7.0,91.7828893661499,0.23473884748375934,0.5250705013342221,0.8182265025270564,0.9661205242966753,0.49159070170378383,0.8339596518987342,0.9705300632911392
8,8.0,92.03820562362671,0.2353918302394545,0.48945882291440157,0.8292279411154939,0.969928868286445,0.4878711900379084,0.8333662974683544,0.9716178797468354
9,9.0,91.80398869514465,0.2347928099620068,0.4449860713137385,0.8452205882048058,0.97261429028133,0.42484989932066275,0.8575949367088608,0.9756724683544303
10,10.0,91.59246754646301,0.23425183515719442,0.41632514018231953,0.8534686701072146,0.9768382352941177,0.4123328290408171,0.8599683544303798,0.9775514240506329
11,11.0,91.76125574111938,0.2346835185194869,0.3914726641400696,0.8631154091461845,0.9795236572890025,0.47453196629693234,0.8407832278481012,0.9733979430379747
12,12.0,91.73317003250122,0.23461168806266297,0.3654390786157545,0.8724864129825016,0.9804427749360614,0.38342646160457705,0.8676819620253164,0.9793314873417721
13,13.0,91.78032732009888,0.23473229493631426,0.34490886437313634,0.8784726663013859,0.9824448529411764,0.39348685628251184,0.8729232594936709,0.9790348101265823
14,14.0,92.01902556419373,0.23534277637901208,0.32216129137579436,0.8861812659541665,0.9843030690537085,0.3924114089223403,0.8711431962025317,0.9804193037974683
15,15.0,91.82779622077942,0.23485369877437193,0.3002465002219695,0.8946011828644501,0.9860214194373402,0.3524432269078267,0.8812302215189873,0.9835838607594937
16,16.0,91.79386591911316,0.2347669205092408,0.27881642867384665,0.9021539322250639,0.9889306265984654,0.3628679383781892,0.8775712025316456,0.9841772151898734
17,17.0,91.74157428741455,0.23463318232075334,0.27126259269083247,0.9050311700767263,0.9889266304347827,0.36365958331506465,0.8841969936708861,0.9828916139240507
18,18.0,91.7968978881836,0.2347746749058404,0.25427798919208217,0.9091991687674656,0.9908487851662404,0.331977493966682,0.8908227848101266,0.9845727848101266
19,19.0,91.80832266807556,0.23480389429175336,0.23385149169989558,0.9179307864145245,0.9909007352941176,0.3642750846434243,0.8816257911392406,0.9825949367088608
20,20.0,91.80588388442993,0.23479765699342695,0.21663297426974987,0.9241528132992327,0.9922754156010231,0.3687513272596311,0.8847903481012658,0.9839794303797469
21,21.0,91.58844995498657,0.23424155998717794,0.2143280961743706,0.9241687980149408,0.9928668478260869,0.3614315547143357,0.8872626582278481,0.9831882911392406
22,22.0,91.61510348320007,0.2343097275785168,0.1980872220357361,0.9292319372791769,0.9939138427109975,0.37188473890853835,0.8864715189873418,0.9827927215189873
23,23.0,91.96559047698975,0.23520611375189193,0.18724472698805583,0.9327885229569262,0.9945931905370844,0.3961762284176259,0.880439082278481,0.9824960443037974
24,24.0,92.04301166534424,0.23540412190625126,0.1762451408692943,0.9377237851052638,0.9948049872122762,0.33115927837317505,0.8972507911392406,0.9853639240506329
25,25.0,91.90600252151489,0.2350537148887849,0.16515720439384052,0.9416640025880331,0.9955642583120204,0.3418895440011085,0.8972507911392406,0.9854628164556962
26,26.0,91.7478244304657,0.2346491673413445,0.15847300059731353,0.9429947250639387,0.9962236253196931,0.3707071608757671,0.8897349683544303,0.9855617088607594
27,27.0,91.73152303695679,0.23460747579784344,0.1483695814981485,0.9472906010230179,0.996962915601023,0.3571495717462105,0.8985363924050633,0.9847705696202531
28,28.0,91.98957777023315,0.23526746232796203,0.14251019519841884,0.9491927748750848,0.9965593030690537,0.36305536424057394,0.8948773734177216,0.9839794303797469
29,29.0,92.05045938491821,0.23542316978239952,0.12989564831642544,0.9536045396419437,0.9975223785166241,0.3703084774786913,0.8945806962025317,0.9848694620253164
30,30.0,91.85517382621765,0.23492371822562058,0.12635736746708756,0.9548833120204604,0.9975223785166241,0.3697050325100935,0.8978441455696202,0.9851661392405063
