Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Dimension7,Dimension8,Dimension9,Dimension10,Label
0.302524806785605,0.21422707284613227,-0.6561879428505694,-0.26048272687186413,-0.6104794722172507,-0.17505993138882597,1.640990680843822,-0.23879037454002075,-0.18291487559764108,0.31514240262266596,0.0
-0.38263910375091825,-1.066282090084044,-0.0947201830132957,-0.827933176594917,-1.0406284614089591,-0.9818390286432607,-0.4212526870339504,0.7549195520370986,0.2919480966699773,0.12877755513892095,1.0
4.377483040204091,-0.9528244924899313,-1.7555268239662936,0.15659326492700304,2.3574683540861825,2.155069972184448,0.10454784390030078,-0.8414563715615613,1.4245018898762,-0.766469982206216,0.0
3.4588903037089955,-2.518246862743189,-0.12905762309721855,-0.5163351215579497,1.0141346191066318,-0.44602424935828106,1.7532059964850457,-0.2626681369296296,1.3569067542419742,-0.5881060547747904,0.0
1.7517058216508403,-0.5315265399515641,-0.9086039739678322,-0.6196592275754657,0.5396601565150829,-0.38368003078720364,0.4698293834040578,0.3791078005623286,1.4491666093637745,-0.9392557988620542,0.0
0.9644813728887348,-1.0304311365231795,-0.02030403625101453,0.6326058418286667,-0.08309863571131801,0.21397643083710913,-0.5281216304223042,-0.8400788741683656,-0.21223693948194586,-0.4321706239679042,1.0
3.206113269776828,2.577930898927824,-3.078101581292168,-0.002197496190928086,-3.7199866867963376,0.8999900436949904,-0.3367698325718503,-0.3366047088197109,1.331034932420214,1.0297010168157452,1.0
-5.723422419727484,2.0428442577713577,0.25244584494257655,-0.006872057256926093,-0.4857514727284082,0.3190012414856076,1.8480464523865308,-0.34658393962620765,-0.2648349409928407,0.9207217356012312,0.0
-2.0530790611540533,1.6880277344256727,-0.9623734506423898,1.6185031389907114,-0.4954084204874455,-0.1077995606250583,1.0096747452226984,0.3282717486369817,0.1980658922776938,0.14841677790006547,0.0
-2.6860755231780185,-0.2801195660837704,0.3270780675473615,1.4073839730808773,0.40838239756022576,0.07554093141865646,-0.3454787923647992,0.40666488872832246,0.42200470109796157,-0.3023004388522862,0.0
