,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,189.86928701400757,0.242799599762158,1.743916062747731,0.3467071611253197,0.6992487212276215,1.4260556041055423,0.47770700636942676,0.8097133757961783
1,1.0,190.0011739730835,0.24296825316251086,1.3667102703810348,0.49968030690537085,0.8224704283887468,1.1809567858459085,0.5742436305732485,0.8608678343949044
2,2.0,189.95343232154846,0.2429072024572231,1.1783356501165863,0.5741088554987213,0.8621323529411765,0.9738417055196823,0.6550557324840764,0.9054538216560509
3,3.0,189.96144914627075,0.24291745415124136,1.04504051949362,0.6290760869565217,0.8895660166240409,0.9890735722651147,0.648984872611465,0.9030652866242038
4,4.0,189.8659806251526,0.24279537164341763,0.9517209244811017,0.6643222506393862,0.9059103260869565,0.8767412642764437,0.693172770700637,0.9125199044585988
5,5.0,189.92636132240295,0.24287258481125698,0.8709782861230319,0.6944333439897699,0.9178388746803069,0.827842848126296,0.713077229299363,0.9250597133757962
6,6.0,189.99749040603638,0.2429635427187166,0.8044915608585338,0.7202285805626598,0.9295875959079284,0.659810205743571,0.7730891719745223,0.9486464968152867
7,7.0,189.9626157283783,0.24291894594421776,0.7426100336301052,0.7430666560102301,0.9380195012787724,0.6536593957311788,0.7761743630573248,0.946656050955414
8,8.0,189.98028802871704,0.24294154479375582,0.6922923758664095,0.7606098145780051,0.9442934782608695,0.5855506793328911,0.7983678343949044,0.9559116242038217
9,9.0,189.9680678844452,0.24292591801079946,0.6496069254853841,0.774736253196931,0.9496083759590793,0.5537347675888402,0.8083200636942676,0.9625796178343949
10,10.0,190.0676212310791,0.24305322408066382,0.6099256637989713,0.789681905370844,0.9542239450127877,0.5228383449991797,0.8229498407643312,0.9624800955414012
11,11.0,189.97423005104065,0.24293379801923357,0.5753505961669375,0.8009311061381074,0.9584199168797954,0.48576219844969976,0.8344944267515924,0.9690485668789809
12,12.0,190.07324624061584,0.2430604171874883,0.5440056124687804,0.8128196930946292,0.9629955242966752,0.4710417196249506,0.8407643312101911,0.9704418789808917
13,13.0,190.10380363464355,0.24309949313893037,0.5157514608386532,0.8223305626598465,0.965153452685422,0.44697144874341926,0.8478304140127388,0.9747213375796179
14,14.0,189.99233508110046,0.24295695023158628,0.4957443283075262,0.8287244245524297,0.9675511508951407,0.4429298212194139,0.8488256369426752,0.9739251592356688
15,15.0,190.0148024559021,0.24298568088990039,0.47476490771831453,0.8371962915601023,0.9705083120204604,0.4495619625612429,0.8427547770700637,0.9726313694267515
16,16.0,190.0229184627533,0.24299605941528554,0.451548976647427,0.8439098465473146,0.970048753196931,0.40587859406213095,0.8609673566878981,0.9775079617834395
